COUNTRY,Country,ECO_SECTOR,Economic,GENDER,Gender,OCCUP_RATE,Occupation,YEAR,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
POL,Poland,EPRO,Processing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,17302,,
POL,Poland,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,4900,,
POL,Poland,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,5250,,
POL,Poland,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,5280,,
POL,Poland,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,6374,,
POL,Poland,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,6702,,
POL,Poland,EPRO,Processing,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,4900,,
POL,Poland,EPRO,Processing,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,5250,,
POL,Poland,EPRO,Processing,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,5280,,
POL,Poland,EPRO,Processing,FEM,Female,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,11000,,
POL,Poland,EPRO,Processing,FEM,Female,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,12250,,
POL,Poland,EPRO,Processing,FEM,Female,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,11220,,
POL,Poland,EPRO,Processing,FEM,Female,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,11816,,
POL,Poland,EPRO,Processing,FEM,Female,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,11647,,
POL,Poland,EPRO,Processing,FEM,Female,FU,Full time,2005,2005,NBR,Number,0,Units,,,11000,,
POL,Poland,EPRO,Processing,FEM,Female,FU,Full time,2006,2006,NBR,Number,0,Units,,,12250,,
POL,Poland,EPRO,Processing,FEM,Female,FU,Full time,2007,2007,NBR,Number,0,Units,,,11220,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,18085,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,17261,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,17021,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,16854,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,17415,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,16920,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,16402,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,16559,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,16797,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,16779,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,17536,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,17331,,
PRT,Portugal,EFIS,Fishing Sector,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,17642,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,2223,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,2318,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,2376,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,2236,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,2066,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,1936,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,1769,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,1626,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,1680,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,1616,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,1697,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,1697,,
PRT,Portugal,EIWF,Inland Waters Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,1663,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,15344,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,14421,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,14158,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,14127,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,14796,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,14522,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,14213,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,14535,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,14580,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,14714,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,15260,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,15225,,
PRT,Portugal,EMCF,Marine Coastal Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,15544,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,518,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,522,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,487,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,491,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,553,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,462,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,420,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,398,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,537,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,449,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,579,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,409,,
PRT,Portugal,EMDF,Marine Deep-Sea Fishing,TOT,Total by Gender,TT,Total by Occupation rate,2017,2017,NBR,Number,0,Units,,,435,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,382,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,313,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,1079,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,929,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,1108,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2010,2010,NBR,Number,0,Units,,,895,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,929,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,221,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,403,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,423,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,734,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,641,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2005,2005,NBR,Number,0,Units,,,134,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2006,2006,NBR,Number,0,Units,,,76,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2007,2007,NBR,Number,0,Units,,,820,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2008,2008,NBR,Number,0,Units,,,702,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2009,2009,NBR,Number,0,Units,,,871,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2010,2010,NBR,Number,0,Units,,,673,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2011,2011,NBR,Number,0,Units,,,702,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2012,2012,NBR,Number,0,Units,,,48,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2013,2013,NBR,Number,0,Units,,,44,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2014,2014,NBR,Number,0,Units,,,205,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2015,2015,NBR,Number,0,Units,,,175,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,PA,Part time,2016,2016,NBR,Number,0,Units,,,156,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2005,2005,NBR,Number,0,Units,,,248,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2006,2006,NBR,Number,0,Units,,,237,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2007,2007,NBR,Number,0,Units,,,259,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,227,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,237,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2010,2010,NBR,Number,0,Units,,,222,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2011,2011,NBR,Number,0,Units,,,227,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,173,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,359,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,218,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,559,,
SVK,Slovak Republic,EAQU,Aquaculture,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,485,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,313,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,269,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,972,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,874,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,1039,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,177,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,317,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,320,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,581,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,531,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2005,2005,NBR,Number,0,Units,,,105,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2006,2006,NBR,Number,0,Units,,,72,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2007,2007,NBR,Number,0,Units,,,754,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2008,2008,NBR,Number,0,Units,,,687,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2009,2009,NBR,Number,0,Units,,,838,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2012,2012,NBR,Number,0,Units,,,27,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2013,2013,NBR,Number,0,Units,,,28,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2014,2014,NBR,Number,0,Units,,,153,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2015,2015,NBR,Number,0,Units,,,149,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,PA,Part time,2016,2016,NBR,Number,0,Units,,,139,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2005,2005,NBR,Number,0,Units,,,208,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2006,2006,NBR,Number,0,Units,,,197,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2007,2007,NBR,Number,0,Units,,,218,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,187,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,201,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,150,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,289,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,167,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,432,,
SVK,Slovak Republic,EAQU,Aquaculture,MAL,Male,FU,Full time,2016,2016,NBR,Number,0,Units,,,392,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2005,2005,NBR,Number,0,Units,,,69,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2006,2006,NBR,Number,0,Units,,,44,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2007,2007,NBR,Number,0,Units,,,107,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,55,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,69,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,44,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,86,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,103,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,153,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,110,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2005,2005,NBR,Number,0,Units,,,29,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2006,2006,NBR,Number,0,Units,,,4,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2007,2007,NBR,Number,0,Units,,,66,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2008,2008,NBR,Number,0,Units,,,15,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2009,2009,NBR,Number,0,Units,,,33,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2012,2012,NBR,Number,0,Units,,,21,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2013,2013,NBR,Number,0,Units,,,16,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2014,2014,NBR,Number,0,Units,,,52,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2015,2015,NBR,Number,0,Units,,,26,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,PA,Part time,2016,2016,NBR,Number,0,Units,,,17,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2005,2005,NBR,Number,0,Units,,,40,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2006,2006,NBR,Number,0,Units,,,40,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2007,2007,NBR,Number,0,Units,,,41,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2008,2008,NBR,Number,0,Units,,,40,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2009,2009,NBR,Number,0,Units,,,36,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2012,2012,NBR,Number,0,Units,,,23,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2013,2013,NBR,Number,0,Units,,,70,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2014,2014,NBR,Number,0,Units,,,51,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2015,2015,NBR,Number,0,Units,,,127,,
SVK,Slovak Republic,EAQU,Aquaculture,FEM,Female,FU,Full time,2016,2016,NBR,Number,0,Units,,,93,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,1154,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,1070,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,726,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,646,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,629,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,703,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,680,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,670,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2008,2008,NBR,Number,0,Units,,,15,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2009,2009,NBR,Number,0,Units,,,71,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2012,2012,NBR,Number,0,Units,,,20,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2013,2013,NBR,Number,0,Units,,,14,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2014,2014,NBR,Number,0,Units,,,16,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2015,2015,NBR,Number,0,Units,,,10,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,PA,Part time,2016,2016,NBR,Number,0,Units,,,10,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2008,2008,NBR,Number,0,Units,,,1139,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2009,2009,NBR,Number,0,Units,,,999,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2012,2012,NBR,Number,0,Units,,,626,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2013,2013,NBR,Number,0,Units,,,615,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2014,2014,NBR,Number,0,Units,,,687,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2015,2015,NBR,Number,0,Units,,,670,,
SVK,Slovak Republic,EPRO,Processing,TOT,Total by Gender,FU,Full time,2016,2016,NBR,Number,0,Units,,,660,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2008,2008,NBR,Number,0,Units,,,552,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2009,2009,NBR,Number,0,Units,,,502,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2011,2011,NBR,Number,0,Units,,,292,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2012,2012,NBR,Number,0,Units,,,263,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2013,2013,NBR,Number,0,Units,,,260,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2014,2014,NBR,Number,0,Units,,,314,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2015,2015,NBR,Number,0,Units,,,287,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,TT,Total by Occupation rate,2016,2016,NBR,Number,0,Units,,,266,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2008,2008,NBR,Number,0,Units,,,10,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2009,2009,NBR,Number,0,Units,,,70,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2012,2012,NBR,Number,0,Units,,,4,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2013,2013,NBR,Number,0,Units,,,2,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2014,2014,NBR,Number,0,Units,,,1,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2015,2015,NBR,Number,0,Units,,,0,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,PA,Part time,2016,2016,NBR,Number,0,Units,,,0,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2008,2008,NBR,Number,0,Units,,,542,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2009,2009,NBR,Number,0,Units,,,432,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2012,2012,NBR,Number,0,Units,,,259,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2013,2013,NBR,Number,0,Units,,,258,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2014,2014,NBR,Number,0,Units,,,313,,
SVK,Slovak Republic,EPRO,Processing,MAL,Male,FU,Full time,2015,2015,NBR,Number,0,Units,,,287,,
